"1 _ 1",,,,,,
"时间","载荷","行程","应力","行程(应变)","位移","位移(应变)"
"sec","N","mm","N/mm2","%","mm","%"
"10.74","3173.031","0.8943","3173.031","0.8943","0.8943","0.8943"
"10.75","3176.12","0.8951333","3176.12","0.8951333","0.8951333","0.8951333"
"10.76","3179.212","0.8959666","3179.212","0.8959667","0.8959666","0.8959667"
"10.77","3182.306","0.8968","3182.306","0.8967999","0.8968","0.8967999"
"10.78","3185.405","0.897625","3185.405","0.897625","0.897625","0.897625"
"10.79","3188.506","0.8984584","3188.506","0.8984584","0.8984584","0.8984584"
"10.8","3191.608","0.8993","3191.608","0.8993001","0.8993","0.8993001"
"10.81","3194.712","0.9001334","3194.712","0.9001333","0.9001334","0.9001333"
"10.82","3197.817","0.9009667","3197.817","0.9009666","0.9009667","0.9009666"
"10.83","3200.923","0.9018083","3200.923","0.9018083","0.9018083","0.9018083"
"10.84","3204.03","0.9026334","3204.03","0.9026334","0.9026334","0.9026334"
"10.85","3207.138","0.903475","3207.138","0.903475","0.903475","0.903475"
"10.86","3210.248","0.9043083","3210.248","0.9043084","0.9043083","0.9043084"
"10.87","3213.359","0.9051417","3213.359","0.9051416","0.9051417","0.9051416"
"10.88","3216.472","0.905975","3216.472","0.905975","0.905975","0.905975"
"10.89","3219.585","0.9068083","3219.585","0.9068083","0.9068083","0.9068083"
"10.9","3222.697","0.9076334","3222.697","0.9076334","0.9076334","0.9076334"
"10.91","3225.807","0.908475","3225.807","0.908475","0.908475","0.908475"
"10.92","3228.914","0.9093","3228.914","0.9093","0.9093","0.9093"
"10.93","3232.018","0.9101334","3232.018","0.9101334","0.9101334","0.9101334"
"10.94","3235.114","0.9109667","3235.114","0.9109666","0.9109667","0.9109666"
"10.95","3238.203","0.9118","3238.203","0.9118","0.9118","0.9118"
"10.96","3241.284","0.9126334","3241.284","0.9126334","0.9126334","0.9126334"
"10.97","3244.356","0.913475","3244.356","0.9134751","0.913475","0.9134751"
"10.98","3247.421","0.9143084","3247.421","0.9143083","0.9143084","0.9143083"
"10.99","3250.482","0.9151334","3250.482","0.9151334","0.9151334","0.9151334"
"11","3253.54","0.9159667","3253.54","0.9159666","0.9159667","0.9159666"
"11.01","3256.597","0.9168","3256.597","0.9168","0.9168","0.9168"
"11.02","3259.659","0.9176334","3259.659","0.9176334","0.9176334","0.9176334"
"11.03","3262.723","0.9184667","3262.723","0.9184667","0.9184667","0.9184667"
"11.04","3265.792","0.9193","3265.792","0.9193","0.9193","0.9193"
"11.05","3268.864","0.920125","3268.864","0.920125","0.920125","0.920125"
"11.06","3271.937","0.9209667","3271.937","0.9209666","0.9209667","0.9209666"
"11.07","3275.011","0.9218","3275.011","0.9218","0.9218","0.9218"
"11.08","3278.086","0.9226333","3278.086","0.9226333","0.9226333","0.9226333"
"11.09","3281.162","0.9234667","3281.162","0.9234667","0.9234667","0.9234667"
"11.1","3284.238","0.9243084","3284.238","0.9243083","0.9243084","0.9243083"
"11.11","3287.317","0.9251417","3287.317","0.9251417","0.9251417","0.9251417"
"11.12","3290.398","0.925975","3290.398","0.925975","0.925975","0.925975"
"11.13","3293.483","0.9268084","3293.483","0.9268084","0.9268084","0.9268084"
"11.14","3296.57","0.9276417","3296.57","0.9276417","0.9276417","0.9276417"
"11.15","3299.658","0.9284667","3299.658","0.9284667","0.9284667","0.9284667"
"11.16","3302.749","0.9293084","3302.749","0.9293083","0.9293084","0.9293083"
"11.17","3305.839","0.9301417","3305.839","0.9301417","0.9301417","0.9301417"
"11.18","3308.927","0.9309583","3308.927","0.9309583","0.9309583","0.9309583"
"11.19","3312.01","0.9318","3312.01","0.9317999","0.9318","0.9317999"
"11.2","3315.086","0.9326333","3315.086","0.9326333","0.9326333","0.9326333"
"11.21","3318.152","0.9334583","3318.152","0.9334583","0.9334583","0.9334583"
"11.22","3321.209","0.9343","3321.209","0.9343","0.9343","0.9343"
"11.23","3324.26","0.935125","3324.26","0.935125","0.935125","0.935125"
"11.24","3327.305","0.9359583","3327.305","0.9359583","0.9359583","0.9359583"
"11.25","3330.346","0.9368","3330.346","0.9367999","0.9368","0.9367999"
"11.26","3333.382","0.9376333","3333.382","0.9376333","0.9376333","0.9376333"
"11.27","3336.417","0.9384667","3336.417","0.9384667","0.9384667","0.9384667"
"11.28","3339.451","0.9393","3339.451","0.9393","0.9393","0.9393"
"11.29","3342.486","0.940125","3342.486","0.940125","0.940125","0.940125"
"11.3","3345.521","0.9409583","3345.521","0.9409583","0.9409583","0.9409583"
"11.31","3348.557","0.9417834","3348.557","0.9417834","0.9417834","0.9417834"
"11.32","3351.592","0.9426167","3351.592","0.9426167","0.9426167","0.9426167"
"11.33","3354.626","0.9434583","3354.626","0.9434584","0.9434583","0.9434584"
"11.34","3357.66","0.9442834","3357.66","0.9442833","0.9442834","0.9442833"
"11.35","3360.693","0.945125","3360.693","0.945125","0.945125","0.945125"
"11.36","3363.727","0.9459583","3363.727","0.9459583","0.9459583","0.9459583"
"11.37","3366.762","0.9468","3366.762","0.9468001","0.9468","0.9468001"
"11.38","3369.8","0.9476333","3369.8","0.9476333","0.9476333","0.9476333"
"11.39","3372.844","0.9484667","3372.844","0.9484667","0.9484667","0.9484667"
"11.4","3375.892","0.9493","3375.892","0.9493","0.9493","0.9493"
"11.41","3378.945","0.950125","3378.945","0.950125","0.950125","0.950125"
"11.42","3382","0.9509584","3382","0.9509584","0.9509584","0.9509584"
"11.43","3385.053","0.9517834","3385.053","0.9517834","0.9517834","0.9517834"
"11.44","3388.104","0.9526167","3388.104","0.9526167","0.9526167","0.9526167"
"11.45","3391.148","0.95345","3391.148","0.9534501","0.95345","0.9534501"
"11.46","3394.186","0.9542834","3394.186","0.9542834","0.9542834","0.9542834"
"11.47","3397.217","0.9551167","3397.217","0.9551166","0.9551167","0.9551166"
"11.48","3400.241","0.95595","3400.241","0.95595","0.95595","0.95595"
"11.49","3403.26","0.9567834","3403.26","0.9567834","0.9567834","0.9567834"
"11.5","3406.275","0.957625","3406.275","0.957625","0.957625","0.957625"
"11.51","3409.285","0.9584584","3409.285","0.9584583","0.9584584","0.9584583"
"11.52","3412.292","0.9593","3412.292","0.9593","0.9593","0.9593"
"11.53","3415.298","0.9601334","3415.298","0.9601334","0.9601334","0.9601334"
"11.54","3418.302","0.9609584","3418.302","0.9609584","0.9609584","0.9609584"
"11.55","3421.307","0.9617917","3421.307","0.9617918","0.9617917","0.9617918"
"11.56","3424.314","0.9626334","3424.314","0.9626334","0.9626334","0.9626334"
"11.57","3427.322","0.9634584","3427.322","0.9634583","0.9634584","0.9634583"
"11.58","3430.33","0.9642917","3430.33","0.9642917","0.9642917","0.9642917"
"11.59","3433.336","0.965125","3433.336","0.965125","0.965125","0.965125"
"11.6","3436.341","0.9659584","3436.341","0.9659584","0.9659584","0.9659584"
"11.61","3439.344","0.9668083","3439.344","0.9668083","0.9668083","0.9668083"
"11.62","3442.345","0.9676334","3442.345","0.9676334","0.9676334","0.9676334"
"11.63","3445.345","0.968475","3445.345","0.968475","0.968475","0.968475"
"11.64","3448.346","0.9693083","3448.346","0.9693083","0.9693083","0.9693083"
"11.65","3451.349","0.9701416","3451.349","0.9701417","0.9701416","0.9701417"
"11.66","3454.354","0.970975","3454.354","0.9709749","0.970975","0.9709749"
"11.67","3457.359","0.9718084","3457.359","0.9718084","0.9718084","0.9718084"
"11.68","3460.363","0.9726417","3460.363","0.9726417","0.9726417","0.9726417"
"11.69","3463.365","0.9734667","3463.365","0.9734667","0.9734667","0.9734667"
"11.7","3466.365","0.9743","3466.365","0.9743","0.9743","0.9743"
"11.71","3469.361","0.9751334","3469.361","0.9751334","0.9751334","0.9751334"
"11.72","3472.35","0.975975","3472.35","0.975975","0.975975","0.975975"
"11.73","3475.331","0.9768","3475.331","0.9768","0.9768","0.9768"
"11.74","3478.305","0.9776334","3478.305","0.9776334","0.9776334","0.9776334"
"11.75","3481.276","0.9784667","3481.276","0.9784667","0.9784667","0.9784667"
"11.76","3484.244","0.9793","3484.244","0.9793","0.9793","0.9793"
"11.77","3487.209","0.9801334","3487.209","0.9801334","0.9801334","0.9801334"
"11.78","3490.173","0.9809667","3490.173","0.9809667","0.9809667","0.9809667"
"11.79","3493.135","0.9818084","3493.135","0.9818084","0.9818084","0.9818084"
"11.8","3496.097","0.9826334","3496.097","0.9826334","0.9826334","0.9826334"
"11.81","3499.057","0.9834667","3499.057","0.9834667","0.9834667","0.9834667"
"11.82","3502.014","0.9843","3502.014","0.9843","0.9843","0.9843"
"11.83","3504.969","0.9851333","3504.969","0.9851333","0.9851333","0.9851333"
"11.84","3507.919","0.9859667","3507.919","0.9859667","0.9859667","0.9859667"
"11.85","3510.868","0.9867917","3510.868","0.9867917","0.9867917","0.9867917"
"11.86","3513.815","0.987625","3513.815","0.987625","0.987625","0.987625"
"11.87","3516.76","0.9884667","3516.76","0.9884667","0.9884667","0.9884667"
"11.88","3519.705","0.9893","3519.705","0.9893","0.9893","0.9893"
"11.89","3522.65","0.9901417","3522.65","0.9901416","0.9901417","0.9901416"
"11.9","3525.599","0.990975","3525.599","0.990975","0.990975","0.990975"
"11.91","3528.553","0.9918084","3528.553","0.9918084","0.9918084","0.9918084"
"11.92","3531.511","0.9926417","3531.511","0.9926417","0.9926417","0.9926417"
"11.93","3534.474","0.993475","3534.474","0.993475","0.993475","0.993475"
"11.94","3537.44","0.9943084","3537.44","0.9943084","0.9943084","0.9943084"
"11.95","3540.408","0.9951417","3540.408","0.9951416","0.9951417","0.9951416"
"11.96","3543.374","0.995975","3543.374","0.995975","0.995975","0.995975"
"11.97","3546.339","0.9968084","3546.339","0.9968084","0.9968084","0.9968084"
"11.98","3549.301","0.9976417","3549.301","0.9976417","0.9976417","0.9976417"
"11.99","3552.259","0.9984667","3552.259","0.9984667","0.9984667","0.9984667"
"12","3555.211","0.9993083","3555.211","0.9993083","0.9993083","0.9993083"
"12.01","3558.156","1.000133","3558.156","1.000133","1.000133","1.000133"
"12.02","3561.093","1.000975","3561.093","1.000975","1.000975","1.000975"
"12.03","3564.021","1.001808","3564.021","1.001808","1.001808","1.001808"
"12.04","3566.941","1.002642","3566.941","1.002642","1.002642","1.002642"
"12.05","3569.855","1.003475","3569.855","1.003475","1.003475","1.003475"
"12.06","3572.763","1.0043","3572.763","1.0043","1.0043","1.0043"
"12.07","3575.668","1.005133","3575.668","1.005133","1.005133","1.005133"
"12.08","3578.569","1.005967","3578.569","1.005967","1.005967","1.005967"
"12.09","3581.467","1.0068","3581.467","1.0068","1.0068","1.0068"
"12.1","3584.364","1.007633","3584.364","1.007633","1.007633","1.007633"
"12.11","3587.26","1.008458","3587.26","1.008458","1.008458","1.008458"
"12.12","3590.156","1.0093","3590.156","1.0093","1.0093","1.0093"
"12.13","3593.051","1.010125","3593.051","1.010125","1.010125","1.010125"
"12.14","3595.944","1.010958","3595.944","1.010958","1.010958","1.010958"
"12.15","3598.836","1.011792","3598.836","1.011792","1.011792","1.011792"
"12.16","3601.725","1.012633","3601.725","1.012633","1.012633","1.012633"
"12.17","3604.613","1.013467","3604.613","1.013467","1.013467","1.013467"
"12.18","3607.503","1.014308","3607.503","1.014308","1.014308","1.014308"
"12.19","3610.397","1.015142","3610.397","1.015142","1.015142","1.015142"
"12.2","3613.294","1.015967","3613.294","1.015967","1.015967","1.015967"
"12.21","3616.193","1.0168","3616.193","1.0168","1.0168","1.0168"
"12.22","3619.093","1.017625","3619.093","1.017625","1.017625","1.017625"
"12.23","3621.992","1.018467","3621.992","1.018467","1.018467","1.018467"
"12.24","3624.887","1.019292","3624.887","1.019292","1.019292","1.019292"
"12.25","3627.776","1.020125","3627.776","1.020125","1.020125","1.020125"
"12.26","3630.658","1.020967","3630.658","1.020967","1.020967","1.020967"
"12.27","3633.534","1.021792","3633.534","1.021792","1.021792","1.021792"
"12.28","3636.402","1.022625","3636.402","1.022625","1.022625","1.022625"
"12.29","3639.263","1.023458","3639.263","1.023458","1.023458","1.023458"
"12.3","3642.118","1.0243","3642.118","1.0243","1.0243","1.0243"
"12.31","3644.969","1.025133","3644.969","1.025133","1.025133","1.025133"
"12.32","3647.816","1.025967","3647.816","1.025967","1.025967","1.025967"
"12.33","3650.659","1.0268","3650.659","1.0268","1.0268","1.0268"
"12.34","3653.5","1.027633","3653.5","1.027633","1.027633","1.027633"
"12.35","3656.339","1.028467","3656.339","1.028467","1.028467","1.028467"
"12.36","3659.175","1.029292","3659.175","1.029292","1.029292","1.029292"
"12.37","3662.01","1.030133","3662.01","1.030133","1.030133","1.030133"
"12.38","3664.844","1.030967","3664.844","1.030967","1.030967","1.030967"
"12.39","3667.677","1.0318","3667.677","1.0318","1.0318","1.0318"
"12.4","3670.51","1.032633","3670.51","1.032633","1.032633","1.032633"
"12.41","3673.344","1.033467","3673.344","1.033467","1.033467","1.033467"
"12.42","3676.178","1.0343","3676.178","1.0343","1.0343","1.0343"
"12.43","3679.011","1.035133","3679.011","1.035133","1.035133","1.035133"
"12.44","3681.843","1.035975","3681.843","1.035975","1.035975","1.035975"
"12.45","3684.672","1.036808","3684.672","1.036808","1.036808","1.036808"
"12.46","3687.5","1.037642","3687.5","1.037642","1.037642","1.037642"
"12.47","3690.327","1.038475","3690.327","1.038475","1.038475","1.038475"
"12.48","3693.154","1.039308","3693.154","1.039308","1.039308","1.039308"
"12.49","3695.979","1.040142","3695.979","1.040142","1.040142","1.040142"
"12.5","3698.8","1.040967","3698.8","1.040967","1.040967","1.040967"
"12.51","3701.615","1.0418","3701.615","1.0418","1.0418","1.0418"
"12.52","3704.425","1.042633","3704.425","1.042633","1.042633","1.042633"
"12.53","3707.228","1.043467","3707.228","1.043467","1.043467","1.043467"
"12.54","3710.024","1.0443","3710.024","1.0443","1.0443","1.0443"
"12.55","3712.812","1.045125","3712.812","1.045125","1.045125","1.045125"
"12.56","3715.592","1.045967","3715.592","1.045967","1.045967","1.045967"
"12.57","3718.366","1.0468","3718.366","1.0468","1.0468","1.0468"
"12.58","3721.133","1.047633","3721.133","1.047633","1.047633","1.047633"
"12.59","3723.895","1.048467","3723.895","1.048467","1.048467","1.048467"
"12.6","3726.652","1.049308","3726.652","1.049308","1.049308","1.049308"
"12.61","3729.408","1.050133","3729.408","1.050133","1.050133","1.050133"
"12.62","3732.164","1.050967","3732.164","1.050967","1.050967","1.050967"
"12.63","3734.92","1.0518","3734.92","1.0518","1.0518","1.0518"
"12.64","3737.677","1.052625","3737.677","1.052625","1.052625","1.052625"
"12.65","3740.436","1.053458","3740.436","1.053458","1.053458","1.053458"
"12.66","3743.194","1.054292","3743.194","1.054292","1.054292","1.054292"
"12.67","3745.95","1.055125","3745.95","1.055125","1.055125","1.055125"
"12.68","3748.705","1.055967","3748.705","1.055967","1.055967","1.055967"
"12.69","3751.458","1.0568","3751.458","1.0568","1.0568","1.0568"
"12.7","3754.212","1.057633","3754.212","1.057633","1.057633","1.057633"
"12.71","3756.967","1.058467","3756.967","1.058467","1.058467","1.058467"
"12.72","3759.723","1.059308","3759.723","1.059308","1.059308","1.059308"
"12.73","3762.479","1.060133","3762.479","1.060133","1.060133","1.060133"
"12.74","3765.232","1.060967","3765.232","1.060967","1.060967","1.060967"
"12.75","3767.981","1.0618","3767.981","1.0618","1.0618","1.0618"
"12.76","3770.727","1.062633","3770.727","1.062633","1.062633","1.062633"
"12.77","3773.466","1.063458","3773.466","1.063458","1.063458","1.063458"
"12.78","3776.199","1.0643","3776.199","1.0643","1.0643","1.0643"
"12.79","3778.923","1.065133","3778.923","1.065133","1.065133","1.065133"
"12.8","3781.64","1.065958","3781.64","1.065958","1.065958","1.065958"
"12.81","3784.35","1.0668","3784.35","1.0668","1.0668","1.0668"
"12.82","3787.055","1.067633","3787.055","1.067633","1.067633","1.067633"
"12.83","3789.757","1.068467","3789.757","1.068467","1.068467","1.068467"
"12.84","3792.456","1.0693","3792.456","1.0693","1.0693","1.0693"
"12.85","3795.154","1.070133","3795.154","1.070133","1.070133","1.070133"
"12.86","3797.851","1.070975","3797.851","1.070975","1.070975","1.070975"
"12.87","3800.546","1.0718","3800.546","1.0718","1.0718","1.0718"
"12.88","3803.239","1.072633","3803.239","1.072633","1.072633","1.072633"
"12.89","3805.93","1.073467","3805.93","1.073467","1.073467","1.073467"
"12.9","3808.617","1.074292","3808.617","1.074292","1.074292","1.074292"
"12.91","3811.298","1.075125","3811.298","1.075125","1.075125","1.075125"
"12.92","3813.971","1.07595","3813.971","1.07595","1.07595","1.07595"
"12.93","3816.636","1.076792","3816.636","1.076792","1.076792","1.076792"
"12.94","3819.293","1.077617","3819.293","1.077617","1.077617","1.077617"
"12.95","3821.945","1.07845","3821.945","1.07845","1.07845","1.07845"
"12.96","3824.594","1.079292","3824.594","1.079292","1.079292","1.079292"
"12.97","3827.243","1.080125","3827.243","1.080125","1.080125","1.080125"
"12.98","3829.894","1.080958","3829.894","1.080958","1.080958","1.080958"
"12.99","3832.55","1.081792","3832.55","1.081792","1.081792","1.081792"
"13","3835.211","1.082633","3835.211","1.082633","1.082633","1.082633"
"13.01","3837.878","1.083467","3837.878","1.083467","1.083467","1.083467"
"13.02","3840.548","1.0843","3840.548","1.0843","1.0843","1.0843"
"13.03","3843.221","1.085133","3843.221","1.085133","1.085133","1.085133"
"13.04","3845.893","1.085958","3845.893","1.085958","1.085958","1.085958"
"13.05","3848.562","1.086792","3848.562","1.086792","1.086792","1.086792"
"13.06","3851.222","1.087617","3851.222","1.087617","1.087617","1.087617"
"13.07","3853.871","1.08845","3853.871","1.08845","1.08845","1.08845"
"13.08","3856.507","1.089292","3856.507","1.089292","1.089292","1.089292"
"13.09","3859.129","1.090125","3859.129","1.090125","1.090125","1.090125"
"13.1","3861.74","1.090958","3861.74","1.090958","1.090958","1.090958"
"13.11","3864.342","1.0918","3864.342","1.0918","1.0918","1.0918"
"13.12","3866.938","1.092633","3866.938","1.092633","1.092633","1.092633"
"13.13","3869.533","1.093467","3869.533","1.093467","1.093467","1.093467"
"13.14","3872.13","1.0943","3872.13","1.0943","1.0943","1.0943"
"13.15","3874.73","1.095133","3874.73","1.095133","1.095133","1.095133"
"13.16","3877.335","1.095967","3877.335","1.095967","1.095967","1.095967"
"13.17","3879.942","1.0968","3879.942","1.0968","1.0968","1.0968"
"13.18","3882.552","1.097633","3882.552","1.097633","1.097633","1.097633"
"13.19","3885.16","1.098467","3885.16","1.098467","1.098467","1.098467"
"13.2","3887.766","1.0993","3887.766","1.0993","1.0993","1.0993"
"13.21","3890.369","1.100125","3890.369","1.100125","1.100125","1.100125"
"13.22","3892.97","1.100958","3892.97","1.100958","1.100958","1.100958"
"13.23","3895.568","1.1018","3895.568","1.1018","1.1018","1.1018"
"13.24","3898.163","1.102642","3898.163","1.102642","1.102642","1.102642"
"13.25","3900.758","1.103475","3900.758","1.103475","1.103475","1.103475"
"13.26","3903.354","1.104308","3903.354","1.104308","1.104308","1.104308"
"13.27","3905.952","1.105142","3905.952","1.105142","1.105142","1.105142"
"13.28","3908.552","1.105967","3908.552","1.105967","1.105967","1.105967"
"13.29","3911.151","1.106808","3911.151","1.106808","1.106808","1.106808"
"13.3","3913.752","1.107633","3913.752","1.107633","1.107633","1.107633"
"13.31","3916.351","1.108475","3916.351","1.108475","1.108475","1.108475"
"13.32","3918.948","1.1093","3918.948","1.1093","1.1093","1.1093"
"13.33","3921.54","1.110125","3921.54","1.110125","1.110125","1.110125"
"13.34","3924.125","1.110967","3924.125","1.110967","1.110967","1.110967"
"13.35","3926.703","1.1118","3926.703","1.1118","1.1118","1.1118"
"13.36","3929.275","1.112642","3929.275","1.112642","1.112642","1.112642"
"13.37","3931.841","1.113467","3931.841","1.113467","1.113467","1.113467"
"13.38","3934.404","1.114308","3934.404","1.114308","1.114308","1.114308"
"13.39","3936.962","1.115142","3936.962","1.115142","1.115142","1.115142"
"13.4","3939.515","1.115967","3939.515","1.115967","1.115967","1.115967"
"13.41","3942.064","1.116808","3942.064","1.116808","1.116808","1.116808"
"13.42","3944.609","1.117625","3944.609","1.117625","1.117625","1.117625"
"13.43","3947.148","1.118467","3947.148","1.118467","1.118467","1.118467"
"13.44","3949.683","1.119292","3949.683","1.119292","1.119292","1.119292"
"13.45","3952.21","1.120133","3952.21","1.120133","1.120133","1.120133"
"13.46","3954.731","1.120958","3954.731","1.120958","1.120958","1.120958"
"13.47","3957.248","1.121792","3957.248","1.121792","1.121792","1.121792"
"13.48","3959.763","1.122625","3959.763","1.122625","1.122625","1.122625"
"13.49","3962.275","1.123458","3962.275","1.123458","1.123458","1.123458"
"13.5","3964.787","1.1243","3964.787","1.1243","1.1243","1.1243"
"13.51","3967.3","1.125133","3967.3","1.125133","1.125133","1.125133"
"13.52","3969.813","1.125975","3969.813","1.125975","1.125975","1.125975"
"13.53","3972.328","1.126808","3972.328","1.126808","1.126808","1.126808"
"13.54","3974.847","1.127642","3974.847","1.127642","1.127642","1.127642"
"13.55","3977.368","1.128475","3977.368","1.128475","1.128475","1.128475"
"13.56","3979.891","1.129317","3979.891","1.129317","1.129317","1.129317"
"13.57","3982.415","1.130142","3982.415","1.130142","1.130142","1.130142"
"13.58","3984.937","1.130975","3984.937","1.130975","1.130975","1.130975"
"13.59","3987.452","1.1318","3987.452","1.1318","1.1318","1.1318"
"13.6","3989.958","1.132633","3989.958","1.132633","1.132633","1.132633"
"13.61","3992.456","1.133475","3992.456","1.133475","1.133475","1.133475"
"13.62","3994.944","1.134308","3994.944","1.134308","1.134308","1.134308"
"13.63","3997.426","1.135142","3997.426","1.135142","1.135142","1.135142"
"13.64","3999.9","1.135975","3999.9","1.135975","1.135975","1.135975"
"13.65","4002.369","1.1368","4002.369","1.1368","1.1368","1.1368"
"13.66","4004.837","1.137642","4004.837","1.137642","1.137642","1.137642"
"13.67","4007.303","1.138467","4007.303","1.138467","1.138467","1.138467"
"13.68","4009.77","1.1393","4009.77","1.1393","1.1393","1.1393"
"13.69","4012.235","1.140133","4012.235","1.140133","1.140133","1.140133"
"13.7","4014.7","1.140958","4014.7","1.140958","1.140958","1.140958"
"13.71","4017.163","1.141792","4017.163","1.141792","1.141792","1.141792"
"13.72","4019.624","1.142617","4019.624","1.142617","1.142617","1.142617"
"13.73","4022.081","1.143458","4022.081","1.143458","1.143458","1.143458"
"13.74","4024.533","1.144283","4024.533","1.144283","1.144283","1.144283"
"13.75","4026.98","1.145117","4026.98","1.145117","1.145117","1.145117"
"13.76","4029.422","1.145967","4029.422","1.145967","1.145967","1.145967"
"13.77","4031.86","1.146792","4031.86","1.146792","1.146792","1.146792"
"13.78","4034.298","1.147633","4034.298","1.147633","1.147633","1.147633"
"13.79","4036.738","1.148467","4036.738","1.148467","1.148467","1.148467"
"13.8","4039.18","1.1493","4039.18","1.1493","1.1493","1.1493"
"13.81","4041.627","1.150133","4041.627","1.150133","1.150133","1.150133"
"13.82","4044.077","1.150967","4044.077","1.150967","1.150967","1.150967"
"13.83","4046.531","1.1518","4046.531","1.1518","1.1518","1.1518"
"13.84","4048.985","1.152633","4048.985","1.152633","1.152633","1.152633"
"13.85","4051.438","1.153458","4051.438","1.153458","1.153458","1.153458"
"13.86","4053.885","1.154292","4053.885","1.154292","1.154292","1.154292"
"13.87","4056.328","1.155133","4056.328","1.155133","1.155133","1.155133"
"13.88","4058.764","1.155967","4058.764","1.155967","1.155967","1.155967"
"13.89","4061.193","1.1568","4061.193","1.1568","1.1568","1.1568"
"13.9","4063.616","1.157633","4063.616","1.157633","1.157633","1.157633"
"13.91","4066.033","1.158467","4066.033","1.158467","1.158467","1.158467"
"13.92","4068.447","1.159308","4068.447","1.159308","1.159308","1.159308"
"13.93","4070.856","1.160133","4070.856","1.160133","1.160133","1.160133"
"13.94","4073.259","1.160967","4073.259","1.160967","1.160967","1.160967"
"13.95","4075.659","1.1618","4075.659","1.1618","1.1618","1.1618"
"13.96","4078.056","1.162633","4078.056","1.162633","1.162633","1.162633"
"13.97","4080.449","1.163458","4080.449","1.163458","1.163458","1.163458"
"13.98","4082.835","1.1643","4082.835","1.1643","1.1643","1.1643"
"13.99","4085.213","1.165125","4085.213","1.165125","1.165125","1.165125"
"14","4087.583","1.165958","4087.583","1.165958","1.165958","1.165958"
"14.01","4089.945","1.1668","4089.945","1.1668","1.1668","1.1668"
"14.02","4092.301","1.167625","4092.301","1.167625","1.167625","1.167625"
"14.03","4094.654","1.168467","4094.654","1.168467","1.168467","1.168467"
"14.04","4097.005","1.169308","4097.005","1.169308","1.169308","1.169308"
"14.05","4099.358","1.170142","4099.358","1.170142","1.170142","1.170142"
"14.06","4101.713","1.170975","4101.713","1.170975","1.170975","1.170975"
"14.07","4104.072","1.171808","4104.072","1.171808","1.171808","1.171808"
"14.08","4106.434","1.17265","4106.434","1.17265","1.17265","1.17265"
"14.09","4108.798","1.173475","4108.798","1.173475","1.173475","1.173475"
"14.1","4111.164","1.174308","4111.164","1.174308","1.174308","1.174308"
"14.11","4113.527","1.175142","4113.527","1.175142","1.175142","1.175142"
"14.12","4115.886","1.175975","4115.886","1.175975","1.175975","1.175975"
"14.13","4118.233","1.1768","4118.233","1.1768","1.1768","1.1768"
"14.14","4120.569","1.177633","4120.569","1.177633","1.177633","1.177633"
"14.15","4122.89","1.178475","4122.89","1.178475","1.178475","1.178475"
"14.16","4125.198","1.179308","4125.198","1.179308","1.179308","1.179308"
"14.17","4127.5","1.180142","4127.5","1.180142","1.180142","1.180142"
"14.18","4129.797","1.180975","4129.797","1.180975","1.180975","1.180975"
"14.19","4132.095","1.181808","4132.095","1.181808","1.181808","1.181808"
"14.2","4134.397","1.182642","4134.397","1.182642","1.182642","1.182642"
"14.21","4136.703","1.183467","4136.703","1.183467","1.183467","1.183467"
"14.22","4139.011","1.1843","4139.011","1.1843","1.1843","1.1843"
"14.23","4141.321","1.185133","4141.321","1.185133","1.185133","1.185133"
"14.24","4143.63","1.185958","4143.63","1.185958","1.185958","1.185958"
"14.25","4145.937","1.186792","4145.937","1.186792","1.186792","1.186792"
"14.26","4148.241","1.187625","4148.241","1.187625","1.187625","1.187625"
"14.27","4150.543","1.188458","4150.543","1.188458","1.188458","1.188458"
"14.28","4152.845","1.189292","4152.845","1.189292","1.189292","1.189292"
"14.29","4155.148","1.190142","4155.148","1.190142","1.190142","1.190142"
"14.3","4157.452","1.190975","4157.452","1.190975","1.190975","1.190975"
"14.31","4159.755","1.191808","4159.755","1.191808","1.191808","1.191808"
"14.32","4162.059","1.192642","4162.059","1.192642","1.192642","1.192642"
"14.33","4164.363","1.193475","4164.363","1.193475","1.193475","1.193475"
"14.34","4166.668","1.1943","4166.668","1.1943","1.1943","1.1943"
"14.35","4168.974","1.195142","4168.974","1.195142","1.195142","1.195142"
"14.36","4171.278","1.195975","4171.278","1.195975","1.195975","1.195975"
"14.37","4173.58","1.196808","4173.58","1.196808","1.196808","1.196808"
"14.38","4175.877","1.197633","4175.877","1.197633","1.197633","1.197633"
"14.39","4178.167","1.198467","4178.167","1.198467","1.198467","1.198467"
"14.4","4180.447","1.1993","4180.447","1.1993","1.1993","1.1993"
"14.41","4182.718","1.200133","4182.718","1.200133","1.200133","1.200133"
"14.42","4184.981","1.200975","4184.981","1.200975","1.200975","1.200975"
"14.43","4187.237","1.201808","4187.237","1.201808","1.201808","1.201808"
"14.44","4189.487","1.202633","4189.487","1.202633","1.202633","1.202633"
"14.45","4191.732","1.203475","4191.732","1.203475","1.203475","1.203475"
"14.46","4193.973","1.2043","4193.973","1.2043","1.2043","1.2043"
"14.47","4196.207","1.205133","4196.207","1.205133","1.205133","1.205133"
"14.48","4198.436","1.205967","4198.436","1.205967","1.205967","1.205967"
"14.49","4200.661","1.2068","4200.661","1.2068","1.2068","1.2068"
"14.5","4202.885","1.207625","4202.885","1.207625","1.207625","1.207625"
