"1 _ 1",,,
"时间","载荷","行程","位移"
"sec","N","mm","mm"
"6.47","894.3182","2.152117","2.152117"
"6.48","894.832","2.155442","2.155442"
"6.49","895.346","2.158767","2.158767"
"6.5","895.8596","2.162092","2.162092"
"6.51","896.3726","2.165417","2.165417"
"6.52","896.8848","2.168758","2.168758"
"6.53","897.3958","2.172108","2.172108"
"6.54","897.9054","2.175458","2.175458"
"6.55","898.4138","2.178808","2.178808"
"6.56","898.9224","2.18215","2.18215"
"6.57","899.4322","2.185483","2.185483"
"6.58","899.944","2.188825","2.188825"
"6.59","900.4576","2.19215","2.19215"
"6.6","900.9716","2.195492","2.195492"
"6.61","901.4852","2.198825","2.198825"
"6.62","901.998","2.202158","2.202158"
"6.63","902.5086","2.205483","2.205483"
"6.64","903.016","2.208817","2.208817"
"6.65","903.5196","2.212142","2.212142"
"6.66","904.0204","2.215467","2.215467"
"6.67","904.5194","2.218783","2.218783"
"6.68","905.0178","2.222117","2.222117"
"6.69","905.5162","2.225433","2.225433"
"6.7","906.0142","2.228758","2.228758"
"6.71","906.512","2.2321","2.2321"
"6.72","907.0096","2.235442","2.235442"
"6.73","907.5064","2.238775","2.238775"
"6.74","908.0042","2.242117","2.242117"
"6.75","908.503","2.245475","2.245475"
"6.76","909.0016","2.248817","2.248817"
"6.77","909.4992","2.252158","2.252158"
"6.78","909.995","2.255492","2.255492"
"6.79","910.4892","2.258817","2.258817"
"6.8","910.9814","2.262142","2.262142"
"6.81","911.4722","2.265475","2.265475"
"6.82","911.9614","2.2688","2.2688"
"6.83","912.4484","2.272133","2.272133"
"6.84","912.9322","2.275458","2.275458"
"6.85","913.4124","2.278775","2.278775"
"6.86","913.889","2.282092","2.282092"
"6.87","914.3636","2.285425","2.285425"
"6.88","914.838","2.288758","2.288758"
"6.89","915.3132","2.292092","2.292092"
"6.9","915.79","2.295417","2.295417"
"6.91","916.2682","2.298742","2.298742"
"6.92","916.7462","2.302083","2.302083"
"6.93","917.2224","2.305425","2.305425"
"6.94","917.694","2.308767","2.308767"
"6.95","918.16","2.312125","2.312125"
"6.96","918.621","2.315467","2.315467"
"6.97","919.0798","2.318825","2.318825"
"6.98","919.538","2.322158","2.322158"
"6.99","919.9968","2.3255","2.3255"
"7","920.4568","2.328833","2.328833"
"7.01","920.9184","2.332175","2.332175"
"7.02","921.3812","2.3355","2.3355"
"7.03","921.8446","2.338825","2.338825"
"7.04","922.308","2.34215","2.34215"
"7.05","922.7712","2.345475","2.345475"
"7.06","923.2328","2.348792","2.348792"
"7.07","923.6928","2.352117","2.352117"
"7.08","924.1514","2.35545","2.35545"
"7.09","924.6088","2.358775","2.358775"
"7.1","925.0648","2.3621","2.3621"
"7.11","925.5204","2.365433","2.365433"
"7.12","925.9762","2.368775","2.368775"
"7.13","926.432","2.372117","2.372117"
"7.14","926.8874","2.375458","2.375458"
"7.15","927.3408","2.3788","2.3788"
"7.16","927.7917","2.382142","2.382142"
"7.17","928.2416","2.385483","2.385483"
"7.18","928.6912","2.388817","2.388817"
"7.19","929.141","2.392142","2.392142"
"7.2","929.5916","2.395475","2.395475"
"7.21","930.0428","2.398808","2.398808"
"7.22","930.4934","2.402133","2.402133"
"7.23","930.942","2.405458","2.405458"
"7.24","931.389","2.408783","2.408783"
"7.25","931.8336","2.412117","2.412117"
"7.26","932.275","2.415433","2.415433"
"7.27","932.7134","2.41875","2.41875"
"7.28","933.1488","2.422092","2.422092"
"7.29","933.5816","2.425417","2.425417"
"7.3","934.0132","2.428742","2.428742"
"7.31","934.4452","2.432075","2.432075"
"7.32","934.879","2.435417","2.435417"
"7.33","935.3154","2.438767","2.438767"
"7.34","935.7538","2.442117","2.442117"
"7.35","936.1928","2.445458","2.445458"
"7.36","936.6316","2.448792","2.448792"
"7.37","937.0688","2.45215","2.45215"
"7.38","937.5038","2.455492","2.455492"
"7.39","937.9359","2.458833","2.458833"
"7.4","938.3654","2.462183","2.462183"
"7.41","938.7936","2.465525","2.465525"
"7.42","939.2222","2.46885","2.46885"
"7.43","939.651","2.472175","2.472175"
"7.44","940.0788","2.4755","2.4755"
"7.45","940.5058","2.478825","2.478825"
"7.46","940.9316","2.482142","2.482142"
"7.47","941.3576","2.485458","2.485458"
"7.48","941.7846","2.488792","2.488792"
"7.49","942.2112","2.492108","2.492108"
"7.5","942.6358","2.495425","2.495425"
"7.51","943.0574","2.498767","2.498767"
"7.52","943.476","2.502108","2.502108"
"7.53","943.893","2.505442","2.505442"
"7.54","944.3084","2.508792","2.508792"
"7.55","944.7226","2.512133","2.512133"
"7.56","945.1362","2.515467","2.515467"
"7.57","945.5498","2.5188","2.5188"
"7.58","945.9624","2.522133","2.522133"
"7.59","946.3728","2.525458","2.525458"
"7.6","946.7822","2.5288","2.5288"
"7.61","947.1916","2.532142","2.532142"
"7.62","947.6016","2.535467","2.535467"
"7.63","948.0116","2.5388","2.5388"
"7.64","948.4204","2.542125","2.542125"
"7.65","948.827","2.54545","2.54545"
"7.66","949.2308","2.548758","2.548758"
"7.67","949.6316","2.552092","2.552092"
"7.68","950.0298","2.555425","2.555425"
"7.69","950.4266","2.55875","2.55875"
"7.7","950.8226","2.562075","2.562075"
"7.71","951.2184","2.565425","2.565425"
"7.72","951.6154","2.568783","2.568783"
"7.73","952.0144","2.572125","2.572125"
"7.74","952.4164","2.575467","2.575467"
"7.75","952.8208","2.5788","2.5788"
"7.76","953.2252","2.582133","2.582133"
"7.77","953.6282","2.585483","2.585483"
"7.78","954.0288","2.588833","2.588833"
"7.79","954.4276","2.592175","2.592175"
"7.8","954.8252","2.595508","2.595508"
"7.81","955.2224","2.598842","2.598842"
"7.82","955.6204","2.602175","2.602175"
"7.83","956.019","2.605492","2.605492"
"7.84","956.4174","2.608817","2.608817"
"7.85","956.815","2.61215","2.61215"
"7.86","957.211","2.615475","2.615475"
"7.87","957.6044","2.618792","2.618792"
"7.88","957.995","2.622125","2.622125"
"7.89","958.3822","2.625442","2.625442"
"7.9","958.765","2.628767","2.628767"
"7.91","959.1424","2.632092","2.632092"
"7.92","959.514","2.635433","2.635433"
"7.93","959.882","2.638775","2.638775"
"7.94","960.2474","2.642133","2.642133"
"7.95","960.6107","2.645475","2.645475"
"7.96","960.9722","2.648808","2.648808"
"7.97","961.3322","2.652142","2.652142"
"7.98","961.6926","2.655475","2.655475"
"7.99","962.0552","2.658808","2.658808"
"8","962.42","2.662142","2.662142"
"8.01","962.7868","2.665483","2.665483"
"8.02","963.155","2.668817","2.668817"
"8.03","963.5242","2.672142","2.672142"
"8.04","963.8934","2.675467","2.675467"
"8.05","964.2608","2.6788","2.6788"
"8.06","964.6252","2.682117","2.682117"
"8.07","964.986","2.685433","2.685433"
"8.08","965.343","2.688767","2.688767"
"8.09","965.6964","2.692092","2.692092"
"8.1","966.046","2.695417","2.695417"
"8.11","966.392","2.698742","2.698742"
"8.12","966.7344","2.7021","2.7021"
"8.13","967.074","2.70545","2.70545"
"8.14","967.4124","2.708792","2.708792"
"8.15","967.7506","2.712125","2.712125"
"8.16","968.0898","2.715467","2.715467"
"8.17","968.4314","2.718808","2.718808"
"8.18","968.7752","2.722158","2.722158"
"8.19","969.1208","2.7255","2.7255"
"8.2","969.4668","2.728833","2.728833"
"8.21","969.812","2.732175","2.732175"
"8.22","970.1552","2.735517","2.735517"
"8.23","970.4966","2.738833","2.738833"
"8.24","970.836","2.742158","2.742158"
"8.25","971.173","2.745483","2.745483"
"8.26","971.5076","2.748808","2.748808"
"8.27","971.8398","2.752125","2.752125"
"8.28","972.171","2.75545","2.75545"
"8.29","972.5016","2.758775","2.758775"
"8.3","972.8318","2.762108","2.762108"
"8.31","973.1608","2.765442","2.765442"
"8.32","973.4892","2.768783","2.768783"
"8.33","973.8188","2.772117","2.772117"
"8.34","974.149","2.775475","2.775475"
"8.35","974.4792","2.778817","2.778817"
"8.36","974.8092","2.782142","2.782142"
"8.37","975.1396","2.785467","2.785467"
"8.38","975.4706","2.788808","2.788808"
"8.39","975.8036","2.792142","2.792142"
"8.4","976.1376","2.795483","2.795483"
"8.41","976.472","2.798825","2.798825"
"8.42","976.805","2.802167","2.802167"
"8.43","977.1352","2.805492","2.805492"
"8.44","977.462","2.808808","2.808808"
"8.45","977.7848","2.812133","2.812133"
"8.46","978.1032","2.815442","2.815442"
"8.47","978.418","2.818758","2.818758"
"8.48","978.7302","2.822092","2.822092"
"8.49","979.0396","2.825417","2.825417"
"8.5","979.345","2.828725","2.828725"
"8.51","979.6461","2.832067","2.832067"
"8.52","979.9434","2.835408","2.835408"
"8.53","980.2388","2.838767","2.838767"
"8.54","980.534","2.842125","2.842125"
"8.55","980.8308","2.845475","2.845475"
"8.56","981.1304","2.848817","2.848817"
"8.57","981.4326","2.852158","2.852158"
"8.58","981.7368","2.855492","2.855492"
"8.59","982.0417","2.858833","2.858833"
"8.6","982.3484","2.862175","2.862175"
"8.61","982.6568","2.865508","2.865508"
"8.62","982.9672","2.868842","2.868842"
"8.63","983.2788","2.872167","2.872167"
"8.64","983.5902","2.875492","2.875492"
"8.65","983.9006","2.878817","2.878817"
"8.66","984.2094","2.882142","2.882142"
"8.67","984.5166","2.885458","2.885458"
"8.68","984.8216","2.888792","2.888792"
"8.69","985.1246","2.892108","2.892108"
"8.7","985.4244","2.895433","2.895433"
"8.71","985.7212","2.898767","2.898767"
"8.72","986.015","2.902108","2.902108"
"8.73","986.3058","2.905442","2.905442"
"8.74","986.594","2.908792","2.908792"
"8.75","986.8798","2.912142","2.912142"
"8.76","987.1642","2.915483","2.915483"
"8.77","987.4462","2.918825","2.918825"
"8.78","987.7258","2.922167","2.922167"
"8.79","988.003","2.925492","2.925492"
"8.8","988.2796","2.928808","2.928808"
"8.81","988.5566","2.93215","2.93215"
"8.82","988.835","2.935483","2.935483"
"8.83","989.1152","2.938808","2.938808"
"8.84","989.3965","2.942125","2.942125"
"8.85","989.6774","2.94545","2.94545"
"8.86","989.9556","2.948767","2.948767"
"8.87","990.232","2.9521","2.9521"
"8.88","990.5086","2.955425","2.955425"
"8.89","990.7866","2.958758","2.958758"
"8.9","991.066","2.962075","2.962075"
"8.91","991.3466","2.9654","2.9654"
"8.92","991.6274","2.968758","2.968758"
"8.93","991.9074","2.9721","2.9721"
"8.94","992.185","2.97545","2.97545"
"8.95","992.4596","2.9788","2.9788"
"8.96","992.7316","2.982133","2.982133"
"8.97","993.0004","2.985475","2.985475"
"8.98","993.2662","2.988817","2.988817"
"8.99","993.5286","2.992167","2.992167"
"9","993.7878","2.9955","2.9955"
"9.01","994.0446","2.99885","2.99885"
"9.02","994.3","3.002183","3.002183"
"9.03","994.5546","3.0055","3.0055"
"9.04","994.8082","3.008825","3.008825"
"9.05","995.0598","3.012158","3.012158"
"9.06","995.3092","3.015475","3.015475"
"9.07","995.5578","3.018792","3.018792"
"9.08","995.8056","3.022133","3.022133"
"9.09","996.0526","3.02545","3.02545"
"9.1","996.2974","3.028775","3.028775"
"9.11","996.541","3.0321","3.0321"
"9.12","996.784","3.035442","3.035442"
"9.13","997.0264","3.038783","3.038783"
"9.14","997.2672","3.042125","3.042125"
"9.15","997.5056","3.045475","3.045475"
"9.16","997.7406","3.048808","3.048808"
"9.17","997.9724","3.05215","3.05215"
"9.18","998.2012","3.055483","3.055483"
"9.19","998.4286","3.058817","3.058817"
"9.2","998.6564","3.062142","3.062142"
"9.21","998.8858","3.065475","3.065475"
"9.22","999.1182","3.0688","3.0688"
"9.23","999.3531","3.072133","3.072133"
"9.24","999.5898","3.075458","3.075458"
"9.25","999.8266","3.078783","3.078783"
"9.26","1000.063","3.0821","3.0821"
"9.27","1000.298","3.085425","3.085425"
"9.28","1000.532","3.088758","3.088758"
"9.29","1000.765","3.092092","3.092092"
"9.3","1000.995","3.095408","3.095408"
"9.31","1001.22","3.098742","3.098742"
"9.32","1001.44","3.102083","3.102083"
"9.33","1001.654","3.105433","3.105433"
"9.34","1001.865","3.108783","3.108783"
"9.35","1002.074","3.112133","3.112133"
"9.36","1002.283","3.115475","3.115475"
"9.37","1002.491","3.118825","3.118825"
"9.38","1002.7","3.122158","3.122158"
"9.39","1002.911","3.125508","3.125508"
"9.4","1003.123","3.12885","3.12885"
"9.41","1003.337","3.132192","3.132192"
"9.42","1003.551","3.135517","3.135517"
"9.43","1003.767","3.138842","3.138842"
"9.44","1003.982","3.142167","3.142167"
"9.45","1004.196","3.145492","3.145492"
"9.46","1004.407","3.1488","3.1488"
"9.47","1004.616","3.152117","3.152117"
"9.48","1004.825","3.155458","3.155458"
"9.49","1005.032","3.158775","3.158775"
"9.5","1005.239","3.1621","3.1621"
"9.51","1005.444","3.165442","3.165442"
"9.52","1005.648","3.168783","3.168783"
"9.53","1005.852","3.172108","3.172108"
"9.54","1006.053","3.175458","3.175458"
"9.55","1006.251","3.178792","3.178792"
"9.56","1006.446","3.182125","3.182125"
"9.57","1006.639","3.185458","3.185458"
"9.58","1006.831","3.1888","3.1888"
"9.59","1007.023","3.192125","3.192125"
"9.6","1007.214","3.195467","3.195467"
"9.61","1007.404","3.1988","3.1988"
"9.62","1007.594","3.202133","3.202133"
"9.63","1007.785","3.205467","3.205467"
"9.64","1007.977","3.208792","3.208792"
"9.65","1008.172","3.212125","3.212125"
"9.66","1008.368","3.215442","3.215442"
"9.67","1008.564","3.218767","3.218767"
"9.68","1008.757","3.222092","3.222092"
"9.69","1008.945","3.225417","3.225417"
"9.7","1009.128","3.228742","3.228742"
"9.71","1009.31","3.232083","3.232083"
"9.72","1009.49","3.235433","3.235433"
"9.73","1009.67","3.238783","3.238783"
"9.74","1009.849","3.242133","3.242133"
"9.75","1010.027","3.245467","3.245467"
"9.76","1010.204","3.248808","3.248808"
"9.77","1010.381","3.252158","3.252158"
"9.78","1010.556","3.2555","3.2555"
"9.79","1010.729","3.258842","3.258842"
"9.8","1010.899","3.262175","3.262175"
"9.81","1011.067","3.265517","3.265517"
"9.82","1011.234","3.26885","3.26885"
"9.83","1011.401","3.272167","3.272167"
"9.84","1011.567","3.2755","3.2755"
"9.85","1011.734","3.278825","3.278825"
"9.86","1011.902","3.282142","3.282142"
"9.87","1012.071","3.285458","3.285458"
"9.88","1012.241","3.288783","3.288783"
"9.89","1012.411","3.2921","3.2921"
"9.9","1012.583","3.295433","3.295433"
"9.91","1012.752","3.298758","3.298758"
"9.92","1012.92","3.3021","3.3021"
"9.93","1013.087","3.305442","3.305442"
"9.94","1013.254","3.308792","3.308792"
"9.95","1013.421","3.312142","3.312142"
"9.96","1013.588","3.315467","3.315467"
"9.97","1013.755","3.318808","3.318808"
"9.98","1013.921","3.32215","3.32215"
"9.99","1014.085","3.325475","3.325475"
"10","1014.248","3.328817","3.328817"
"10.01","1014.407","3.33215","3.33215"
"10.02","1014.563","3.335475","3.335475"
"10.03","1014.714","3.338808","3.338808"
"10.04","1014.862","3.342133","3.342133"
"10.05","1015.006","3.345458","3.345458"
"10.06","1015.149","3.348775","3.348775"
"10.07","1015.289","3.352092","3.352092"
"10.08","1015.429","3.355425","3.355425"
"10.09","1015.567","3.35875","3.35875"
"10.1","1015.703","3.362075","3.362075"
"10.11","1015.839","3.365417","3.365417"
"10.12","1015.975","3.368758","3.368758"
"10.13","1016.11","3.372108","3.372108"
"10.14","1016.244","3.375458","3.375458"
"10.15","1016.376","3.3788","3.3788"
"10.16","1016.506","3.382133","3.382133"
"10.17","1016.633","3.385475","3.385475"
"10.18","1016.758","3.388817","3.388817"
"10.19","1016.881","3.392158","3.392158"
"10.2","1017.004","3.3955","3.3955"
"10.21","1017.126","3.398842","3.398842"
"10.22","1017.248","3.402175","3.402175"
"10.23","1017.369","3.4055","3.4055"
"10.24","1017.491","3.408825","3.408825"
"10.25","1017.612","3.41215","3.41215"
"10.26","1017.733","3.415467","3.415467"
"10.27","1017.854","3.418792","3.418792"
"10.28","1017.977","3.422125","3.422125"
"10.29","1018.1","3.425442","3.425442"
"10.3","1018.224","3.428767","3.428767"
"10.31","1018.346","3.4321","3.4321"
"10.32","1018.466","3.435442","3.435442"
"10.33","1018.582","3.438792","3.438792"
"10.34","1018.697","3.442142","3.442142"
"10.35","1018.81","3.445483","3.445483"
"10.36","1018.921","3.448817","3.448817"
"10.37","1019.03","3.452142","3.452142"
"10.38","1019.138","3.455475","3.455475"
"10.39","1019.244","3.458817","3.458817"
"10.4","1019.35","3.46215","3.46215"
"10.41","1019.455","3.465492","3.465492"
"10.42","1019.56","3.468842","3.468842"
"10.43","1019.665","3.472167","3.472167"
"10.44","1019.77","3.475492","3.475492"
"10.45","1019.874","3.478817","3.478817"
"10.46","1019.978","3.482133","3.482133"
"10.47","1020.082","3.485442","3.485442"
"10.48","1020.186","3.488758","3.488758"
"10.49","1020.288","3.492075","3.492075"
"10.5","1020.389","3.495392","3.495392"
"10.51","1020.489","3.498733","3.498733"
"10.52","1020.588","3.502075","3.502075"
"10.53","1020.687","3.505433","3.505433"
"10.54","1020.786","3.508792","3.508792"
"10.55","1020.888","3.512142","3.512142"
"10.56","1020.992","3.515475","3.515475"
"10.57","1021.097","3.518817","3.518817"
"10.58","1021.204","3.522158","3.522158"
"10.59","1021.309","3.525492","3.525492"
"10.6","1021.412","3.528842","3.528842"
"10.61","1021.512","3.532183","3.532183"
"10.62","1021.606","3.535517","3.535517"
"10.63","1021.696","3.538842","3.538842"
"10.64","1021.785","3.542167","3.542167"
"10.65","1021.874","3.545492","3.545492"
"10.66","1021.964","3.548808","3.548808"
"10.67","1022.055","3.552133","3.552133"
"10.68","1022.148","3.555467","3.555467"
"10.69","1022.24","3.558783","3.558783"
"10.7","1022.333","3.5621","3.5621"
"10.71","1022.424","3.565442","3.565442"
"10.72","1022.514","3.568767","3.568767"
"10.73","1022.602","3.572108","3.572108"
"10.74","1022.687","3.575467","3.575467"
"10.75","1022.768","3.578808","3.578808"
"10.76","1022.845","3.58215","3.58215"
"10.77","1022.92","3.585492","3.585492"
"10.78","1022.993","3.588833","3.588833"
"10.79","1023.064","3.59215","3.59215"
"10.8","1023.136","3.595475","3.595475"
"10.81","1023.208","3.598817","3.598817"
"10.82","1023.281","3.602142","3.602142"
"10.83","1023.354","3.605458","3.605458"
"10.84","1023.427","3.608783","3.608783"
"10.85","1023.5","3.612108","3.612108"
"10.86","1023.574","3.615433","3.615433"
"10.87","1023.649","3.618758","3.618758"
"10.88","1023.725","3.622108","3.622108"
"10.89","1023.803","3.625433","3.625433"
"10.9","1023.88","3.62875","3.62875"
"10.91","1023.957","3.632083","3.632083"
"10.92","1024.032","3.635425","3.635425"
"10.93","1024.103","3.638767","3.638767"
"10.94","1024.171","3.642117","3.642117"
"10.95","1024.236","3.645458","3.645458"
"10.96","1024.3","3.6488","3.6488"
"10.97","1024.362","3.652142","3.652142"
"10.98","1024.423","3.655483","3.655483"
"10.99","1024.485","3.658825","3.658825"
"11","1024.548","3.662167","3.662167"
"11.01","1024.612","3.665517","3.665517"
"11.02","1024.675","3.66885","3.66885"
"11.03","1024.735","3.672175","3.672175"
"11.04","1024.794","3.675492","3.675492"
"11.05","1024.852","3.678825","3.678825"
"11.06","1024.912","3.682142","3.682142"
"11.07","1024.973","3.685467","3.685467"
"11.08","1025.035","3.6888","3.6888"
"11.09","1025.093","3.692125","3.692125"
"11.1","1025.148","3.69545","3.69545"
"11.11","1025.199","3.698783","3.698783"
"11.12","1025.247","3.702108","3.702108"
"11.13","1025.292","3.705458","3.705458"
"11.14","1025.333","3.708808","3.708808"
"11.15","1025.373","3.712158","3.712158"
"11.16","1025.415","3.715492","3.715492"
"11.17","1025.458","3.718817","3.718817"
"11.18","1025.506","3.72215","3.72215"
"11.19","1025.556","3.725475","3.725475"
"11.2","1025.607","3.728808","3.728808"
"11.21","1025.657","3.73215","3.73215"
"11.22","1025.707","3.735475","3.735475"
"11.23","1025.757","3.738792","3.738792"
"11.24","1025.805","3.742117","3.742117"
"11.25","1025.851","3.745433","3.745433"
"11.26","1025.894","3.748758","3.748758"
"11.27","1025.934","3.752092","3.752092"
"11.28","1025.971","3.755425","3.755425"
"11.29","1026.007","3.75875","3.75875"
"11.3","1026.043","3.762075","3.762075"
"11.31","1026.08","3.765408","3.765408"
"11.32","1026.12","3.768758","3.768758"
"11.33","1026.162","3.772108","3.772108"
"11.34","1026.207","3.775458","3.775458"
